group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,min_survey_date,max_survey_date,target_assemblage,species_code,size_bin,total,num_plots_sampled,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,site_type,last_updated
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-01-21,2019-01-21,sea_star,PISOCH,150,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-01-21,2019-01-21,sea_star,PISOCH,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-01-21,2019-01-21,sea_star,PISOCH,110,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-01-21,2019-01-21,sea_star,PISOCH,90,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-01-21,2019-01-21,sea_star,PISOCH,120,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-06-30,2019-06-30,sea_star,PISOCH,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2019,NONE,NONE,NONE,2019-06-30,2019-06-30,sea_star,PISOCH,100,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2020,NONE,NONE,NONE,2020-01-23,2020-01-23,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2020,NONE,NONE,NONE,2020-06-05,2020-06-05,sea_star,HENSPP,NM,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2020,NONE,NONE,NONE,2020-12-28,2020-12-28,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,HENSPP,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-07-10,2021-07-10,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,HENSPP,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2021,NONE,NONE,NONE,2021-12-04,2021-12-04,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,HENSPP,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2022,NONE,NONE,NONE,2022-07-12,2022-07-12,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,HENSPP,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,PISOCH,90,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,PISOCH,60,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
BBN,Rockaway Beach,ROCK,47.59923935,-122.49794,47.59923935,-122.49794,3480,2023,NONE,NONE,NONE,2023-01-04,2023-01-04,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Bainbridge,intertidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,DERIMB,140,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,EVATRO,235,12,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,EVATRO,80,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,EVATRO,140,4,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PISBRE,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PYCHEL,140,4,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PYCHEL,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PYCHEL,25,7,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2014,NONE,NONE,NONE,2014-03-16,2014-03-16,sea_star,PYCHEL,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,CROPAP,25,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,CROPAP,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,DERIMB,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,EVATRO,80,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,PYCHEL,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-02-26,2015-02-26,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-07-08,2015-07-08,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-07-08,2015-07-08,sea_star,PYCHEL,140,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-07-08,2015-07-08,sea_star,PYCHEL,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-12-28,2015-12-28,sea_star,EVATRO,140,5,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-12-28,2015-12-28,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-12-28,2015-12-28,sea_star,STYFOR,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2015,NONE,NONE,NONE,2015-12-28,2015-12-28,sea_star,STYFOR,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-03-28,2016-03-28,sea_star,EVATRO,140,10,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-03-28,2016-03-28,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-03-28,2016-03-28,sea_star,PYCHEL,140,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-03-28,2016-03-28,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-10-10,2016-10-10,sea_star,EVATRO,140,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-10-10,2016-10-10,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-10-10,2016-10-10,sea_star,PISBRE,140,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2016,NONE,NONE,NONE,2016-10-10,2016-10-10,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PISBRE,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PISOCH,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PISOCH,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,PYCHEL,140,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,STYFOR,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2017,NONE,NONE,NONE,2017-07-28,2017-07-28,sea_star,STYFOR,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,EVATRO,80,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,EVATRO,25,2,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,PISBRE,235,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,PISBRE,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,PYCHEL,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-03-02,2018-03-02,sea_star,PYCHEL,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-09-21,2018-09-21,sea_star,DERIMB,80,1,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-09-21,2018-09-21,sea_star,DERIMB,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
NAYER,Jorstad Creek,JORS,47.51665878,-123.03333,47.51665878,-123.03333,3500,2018,NONE,NONE,NONE,2018-09-21,2018-09-21,sea_star,EVATRO,NA,0,1,IP,Washington,WA Salish Sea,WA Salish Sea,NONE,NONE,NONE,NONE,Mainland,subtidal,2023-10-26 13:00:46
